Age,Gender,JobRole,WorkHours,RemoteWork,JobSatisfaction,SleepHours,Stress,PhysicalActivity,SalaryRange,WorkLifeBalance,HasMentalHealthHelp,BurnoutRisk
1.Young,Male,Marketing Manager,1.Standard Load,Yes,3.Happy,2.Well Rested,1.Low,5.Athlete,100K+,2.Poor,Yes,No
3.Senior,Male,Customer Support,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,2.Light,<40K,3.Fair,Yes,No
3.Senior,Female,Software Engineer,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,2.Light,60K-80K,2.Poor,Yes,No
1.Young,Female,Customer Support,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,3.Moderate,60K-80K,2.Poor,Yes,No
2.Mid-Life,Male,Data Scientist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,3.High,4.Active,40K-60K,1.Terrible,Yes,No
2.Mid-Life,Male,IT Admin,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,3.Moderate,60K-80K,5.Excellent,Yes,No
1.Young,Female,Project Manager,1.Standard Load,No,1.Unhappy,2.Well Rested,2.Moderate,2.Light,80K-100K,5.Excellent,Yes,Yes
4.Elder,Non-binary,Software Engineer,2.Overworked,No,3.Happy,2.Well Rested,2.Moderate,4.Active,<40K,1.Terrible,Yes,No
2.Mid-Life,Prefer not to say,HR Specialist,2.Overworked,No,1.Unhappy,2.Well Rested,2.Moderate,5.Athlete,<40K,1.Terrible,Yes,No
1.Young,Prefer not to say,Project Manager,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,4.Active,100K+,2.Poor,No,No
3.Senior,Male,Customer Support,1.Standard Load,No,2.Neutral,2.Well Rested,3.High,2.Light,80K-100K,3.Fair,Yes,No
1.Young,Non-binary,HR Specialist,1.Standard Load,Yes,3.Happy,1.Sleep Deprived,2.Moderate,2.Light,80K-100K,5.Excellent,No,No
1.Young,Female,HR Specialist,1.Standard Load,Hybrid,1.Unhappy,1.Sleep Deprived,2.Moderate,4.Active,100K+,1.Terrible,Yes,Yes
1.Young,Male,HR Specialist,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,4.Active,100K+,4.Good,Yes,Yes
1.Young,Non-binary,Software Engineer,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,<40K,1.Terrible,No,No
1.Young,Non-binary,Sales Associate,1.Standard Load,No,2.Neutral,2.Well Rested,3.High,4.Active,80K-100K,5.Excellent,Yes,Yes
1.Young,Non-binary,Customer Support,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,2.Light,60K-80K,5.Excellent,Yes,No
3.Senior,Female,Project Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,60K-80K,5.Excellent,Yes,No
3.Senior,Female,Data Scientist,1.Standard Load,No,3.Happy,1.Sleep Deprived,2.Moderate,4.Active,<40K,1.Terrible,Yes,No
1.Young,Prefer not to say,Sales Associate,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,60K-80K,3.Fair,No,Yes
1.Young,Prefer not to say,Customer Support,2.Overworked,Yes,2.Neutral,2.Well Rested,1.Low,5.Athlete,60K-80K,1.Terrible,Yes,No
1.Young,Non-binary,IT Admin,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,3.Moderate,80K-100K,3.Fair,Yes,No
3.Senior,Non-binary,IT Admin,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,80K-100K,2.Poor,Yes,Yes
2.Mid-Life,Female,Software Engineer,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,40K-60K,5.Excellent,Yes,No
1.Young,Prefer not to say,HR Specialist,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,2.Light,80K-100K,4.Good,No,No
1.Young,Non-binary,Data Scientist,2.Overworked,Hybrid,2.Neutral,1.Sleep Deprived,2.Moderate,4.Active,40K-60K,3.Fair,Yes,No
2.Mid-Life,Prefer not to say,Customer Support,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,4.Active,80K-100K,5.Excellent,Yes,Yes
1.Young,Prefer not to say,Project Manager,2.Overworked,No,2.Neutral,2.Well Rested,2.Moderate,1.Sedentary,100K+,3.Fair,No,No
1.Young,Non-binary,Customer Support,1.Standard Load,Yes,3.Happy,2.Well Rested,3.High,3.Moderate,80K-100K,2.Poor,Yes,No
1.Young,Female,Sales Associate,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,4.Active,40K-60K,3.Fair,No,Yes
2.Mid-Life,Non-binary,IT Admin,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,5.Athlete,60K-80K,5.Excellent,Yes,No
2.Mid-Life,Non-binary,Marketing Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,3.High,3.Moderate,80K-100K,3.Fair,Yes,No
1.Young,Prefer not to say,Sales Associate,1.Standard Load,Hybrid,2.Neutral,1.Sleep Deprived,2.Moderate,4.Active,60K-80K,3.Fair,No,Yes
1.Young,Non-binary,Customer Support,1.Standard Load,No,1.Unhappy,2.Well Rested,2.Moderate,3.Moderate,60K-80K,5.Excellent,No,Yes
1.Young,Female,Data Scientist,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,4.Active,80K-100K,3.Fair,Yes,Yes
1.Young,Non-binary,Customer Support,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,4.Active,80K-100K,5.Excellent,Yes,No
1.Young,Female,Customer Support,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,2.Light,100K+,1.Terrible,Yes,No
2.Mid-Life,Female,Software Engineer,1.Standard Load,Yes,3.Happy,2.Well Rested,3.High,4.Active,40K-60K,3.Fair,No,Yes
1.Young,Prefer not to say,Project Manager,1.Standard Load,Hybrid,3.Happy,1.Sleep Deprived,2.Moderate,3.Moderate,80K-100K,2.Poor,Yes,Yes
1.Young,Male,Data Scientist,2.Overworked,Yes,2.Neutral,2.Well Rested,3.High,3.Moderate,60K-80K,3.Fair,Yes,No
2.Mid-Life,Male,Customer Support,1.Standard Load,No,3.Happy,2.Well Rested,1.Low,3.Moderate,60K-80K,1.Terrible,Yes,No
1.Young,Prefer not to say,HR Specialist,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,3.Moderate,80K-100K,2.Poor,No,No
4.Elder,Non-binary,Project Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,3.High,4.Active,40K-60K,2.Poor,Yes,No
1.Young,Prefer not to say,Sales Associate,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,2.Light,60K-80K,2.Poor,Yes,Yes
3.Senior,Female,Data Scientist,1.Standard Load,No,1.Unhappy,2.Well Rested,2.Moderate,4.Active,100K+,1.Terrible,Yes,No
3.Senior,Male,Sales Associate,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,2.Light,60K-80K,5.Excellent,Yes,No
1.Young,Prefer not to say,IT Admin,1.Standard Load,Yes,1.Unhappy,1.Sleep Deprived,3.High,3.Moderate,40K-60K,2.Poor,No,No
1.Young,Non-binary,Customer Support,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,4.Active,<40K,3.Fair,Yes,No
1.Young,Prefer not to say,Sales Associate,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,3.Moderate,100K+,1.Terrible,Yes,No
1.Young,Male,Sales Associate,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,100K+,1.Terrible,Yes,Yes
2.Mid-Life,Prefer not to say,Software Engineer,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,4.Active,<40K,5.Excellent,No,No
4.Elder,Prefer not to say,Sales Associate,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,3.High,3.Moderate,100K+,5.Excellent,No,No
3.Senior,Male,HR Specialist,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,100K+,5.Excellent,Yes,No
1.Young,Female,HR Specialist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,1.Low,3.Moderate,100K+,3.Fair,No,Yes
3.Senior,Female,Project Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,60K-80K,1.Terrible,Yes,Yes
1.Young,Male,Customer Support,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,3.Moderate,60K-80K,1.Terrible,Yes,No
3.Senior,Prefer not to say,Marketing Manager,2.Overworked,Yes,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,80K-100K,3.Fair,Yes,Yes
3.Senior,Male,IT Admin,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,4.Active,80K-100K,5.Excellent,No,No
1.Young,Female,Sales Associate,1.Standard Load,Yes,2.Neutral,2.Well Rested,3.High,4.Active,60K-80K,5.Excellent,No,No
3.Senior,Non-binary,Sales Associate,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,100K+,2.Poor,Yes,Yes
1.Young,Prefer not to say,Data Scientist,2.Overworked,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,40K-60K,2.Poor,No,No
1.Young,Female,Software Engineer,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,4.Active,<40K,1.Terrible,Yes,No
3.Senior,Prefer not to say,Marketing Manager,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,3.Moderate,80K-100K,5.Excellent,Yes,Yes
2.Mid-Life,Male,Project Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,1.Low,3.Moderate,100K+,2.Poor,Yes,Yes
3.Senior,Non-binary,IT Admin,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,3.Moderate,80K-100K,3.Fair,No,No
2.Mid-Life,Male,Marketing Manager,1.Standard Load,No,1.Unhappy,2.Well Rested,3.High,5.Athlete,40K-60K,5.Excellent,Yes,Yes
2.Mid-Life,Non-binary,Sales Associate,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,4.Active,100K+,4.Good,Yes,No
4.Elder,Prefer not to say,Data Scientist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,4.Active,60K-80K,1.Terrible,Yes,No
1.Young,Prefer not to say,Customer Support,1.Standard Load,Yes,1.Unhappy,2.Well Rested,1.Low,1.Sedentary,40K-60K,1.Terrible,Yes,No
3.Senior,Male,Software Engineer,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,80K-100K,5.Excellent,No,No
2.Mid-Life,Non-binary,Customer Support,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,100K+,3.Fair,Yes,Yes
2.Mid-Life,Non-binary,Project Manager,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,3.Moderate,100K+,4.Good,Yes,No
3.Senior,Prefer not to say,Marketing Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,4.Active,<40K,1.Terrible,No,No
4.Elder,Male,Project Manager,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,3.Moderate,<40K,5.Excellent,No,No
3.Senior,Non-binary,Sales Associate,1.Standard Load,Yes,1.Unhappy,2.Well Rested,3.High,4.Active,<40K,5.Excellent,Yes,No
4.Elder,Prefer not to say,Project Manager,1.Standard Load,Yes,2.Neutral,1.Sleep Deprived,2.Moderate,4.Active,60K-80K,5.Excellent,Yes,No
1.Young,Female,Customer Support,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,4.Active,100K+,2.Poor,No,Yes
1.Young,Male,Data Scientist,1.Standard Load,Yes,3.Happy,1.Sleep Deprived,3.High,3.Moderate,100K+,2.Poor,Yes,No
3.Senior,Female,Project Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,1.Low,4.Active,80K-100K,1.Terrible,Yes,No
4.Elder,Male,HR Specialist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,60K-80K,5.Excellent,No,No
1.Young,Prefer not to say,Data Scientist,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,<40K,1.Terrible,Yes,Yes
1.Young,Non-binary,Marketing Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,4.Active,100K+,1.Terrible,Yes,No
1.Young,Non-binary,Software Engineer,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,<40K,1.Terrible,Yes,No
1.Young,Non-binary,Software Engineer,1.Standard Load,Hybrid,3.Happy,1.Sleep Deprived,2.Moderate,4.Active,40K-60K,5.Excellent,Yes,No
2.Mid-Life,Male,Sales Associate,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,1.Low,4.Active,60K-80K,5.Excellent,Yes,No
1.Young,Prefer not to say,Sales Associate,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,4.Active,<40K,5.Excellent,No,No
3.Senior,Female,HR Specialist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,60K-80K,3.Fair,Yes,No
3.Senior,Prefer not to say,Marketing Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,100K+,5.Excellent,No,Yes
2.Mid-Life,Female,Customer Support,2.Overworked,No,1.Unhappy,2.Well Rested,3.High,5.Athlete,40K-60K,1.Terrible,Yes,No
1.Young,Male,Software Engineer,1.Standard Load,No,3.Happy,2.Well Rested,3.High,5.Athlete,80K-100K,5.Excellent,Yes,Yes
4.Elder,Male,Software Engineer,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,3.Moderate,40K-60K,3.Fair,Yes,Yes
3.Senior,Female,Software Engineer,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,2.Light,60K-80K,3.Fair,Yes,Yes
2.Mid-Life,Female,Customer Support,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,1.Low,3.Moderate,40K-60K,1.Terrible,No,Yes
1.Young,Female,Software Engineer,1.Standard Load,Yes,2.Neutral,2.Well Rested,3.High,3.Moderate,100K+,1.Terrible,Yes,Yes
1.Young,Prefer not to say,Project Manager,2.Overworked,No,2.Neutral,2.Well Rested,3.High,3.Moderate,60K-80K,2.Poor,Yes,No
1.Young,Female,Marketing Manager,1.Standard Load,Yes,3.Happy,2.Well Rested,1.Low,3.Moderate,60K-80K,1.Terrible,Yes,No
4.Elder,Male,Data Scientist,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,5.Athlete,100K+,3.Fair,No,No
1.Young,Male,Data Scientist,1.Standard Load,No,2.Neutral,2.Well Rested,3.High,1.Sedentary,<40K,1.Terrible,Yes,Yes
4.Elder,Non-binary,HR Specialist,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,80K-100K,1.Terrible,Yes,No
1.Young,Female,Project Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,4.Active,40K-60K,5.Excellent,Yes,No
2.Mid-Life,Prefer not to say,Software Engineer,1.Standard Load,No,2.Neutral,1.Sleep Deprived,2.Moderate,4.Active,80K-100K,5.Excellent,Yes,No
2.Mid-Life,Prefer not to say,Software Engineer,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,4.Active,80K-100K,5.Excellent,Yes,Yes
1.Young,Prefer not to say,Sales Associate,1.Standard Load,No,2.Neutral,2.Well Rested,1.Low,4.Active,100K+,4.Good,No,Yes
1.Young,Non-binary,Sales Associate,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,5.Athlete,<40K,5.Excellent,Yes,No
1.Young,Male,HR Specialist,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,4.Active,80K-100K,5.Excellent,Yes,No
2.Mid-Life,Prefer not to say,Software Engineer,1.Standard Load,No,2.Neutral,1.Sleep Deprived,3.High,1.Sedentary,60K-80K,4.Good,No,Yes
3.Senior,Male,HR Specialist,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,1.Sedentary,<40K,2.Poor,Yes,No
1.Young,Non-binary,Project Manager,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,5.Athlete,100K+,1.Terrible,Yes,No
3.Senior,Female,Data Scientist,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,80K-100K,2.Poor,Yes,No
4.Elder,Female,Software Engineer,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,5.Athlete,100K+,5.Excellent,No,Yes
1.Young,Female,Marketing Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,3.High,3.Moderate,40K-60K,4.Good,Yes,No
1.Young,Prefer not to say,Customer Support,1.Standard Load,No,3.Happy,2.Well Rested,3.High,3.Moderate,100K+,3.Fair,Yes,No
1.Young,Female,Project Manager,1.Standard Load,Hybrid,1.Unhappy,1.Sleep Deprived,2.Moderate,3.Moderate,60K-80K,1.Terrible,No,Yes
4.Elder,Prefer not to say,Software Engineer,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,3.Moderate,100K+,2.Poor,Yes,No
2.Mid-Life,Non-binary,Customer Support,2.Overworked,Hybrid,2.Neutral,2.Well Rested,2.Moderate,4.Active,<40K,4.Good,Yes,No
3.Senior,Non-binary,Marketing Manager,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,5.Athlete,40K-60K,3.Fair,No,No
1.Young,Prefer not to say,Sales Associate,1.Standard Load,Yes,2.Neutral,2.Well Rested,1.Low,4.Active,60K-80K,3.Fair,No,Yes
1.Young,Male,HR Specialist,1.Standard Load,Yes,2.Neutral,1.Sleep Deprived,2.Moderate,3.Moderate,40K-60K,2.Poor,Yes,No
1.Young,Female,Sales Associate,1.Standard Load,No,2.Neutral,2.Well Rested,3.High,4.Active,60K-80K,3.Fair,Yes,Yes
1.Young,Female,Data Scientist,2.Overworked,Yes,2.Neutral,2.Well Rested,2.Moderate,4.Active,40K-60K,5.Excellent,Yes,Yes
1.Young,Female,Sales Associate,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,4.Active,80K-100K,5.Excellent,Yes,Yes
1.Young,Prefer not to say,Software Engineer,1.Standard Load,Yes,2.Neutral,1.Sleep Deprived,1.Low,4.Active,100K+,1.Terrible,No,No
3.Senior,Non-binary,Marketing Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,4.Active,<40K,3.Fair,Yes,Yes
1.Young,Female,Sales Associate,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,<40K,2.Poor,No,Yes
1.Young,Non-binary,Software Engineer,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,80K-100K,3.Fair,No,Yes
3.Senior,Female,Data Scientist,1.Standard Load,Yes,2.Neutral,2.Well Rested,3.High,4.Active,40K-60K,3.Fair,No,Yes
1.Young,Female,Customer Support,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,100K+,1.Terrible,Yes,No
1.Young,Prefer not to say,Marketing Manager,2.Overworked,Hybrid,3.Happy,2.Well Rested,2.Moderate,3.Moderate,80K-100K,5.Excellent,Yes,No
2.Mid-Life,Male,Sales Associate,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,40K-60K,3.Fair,Yes,No
1.Young,Prefer not to say,HR Specialist,1.Standard Load,No,3.Happy,2.Well Rested,3.High,1.Sedentary,100K+,5.Excellent,Yes,No
1.Young,Female,HR Specialist,2.Overworked,No,2.Neutral,1.Sleep Deprived,1.Low,5.Athlete,40K-60K,1.Terrible,Yes,Yes
1.Young,Female,Marketing Manager,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,3.Moderate,<40K,1.Terrible,Yes,Yes
2.Mid-Life,Male,HR Specialist,2.Overworked,Yes,1.Unhappy,2.Well Rested,3.High,2.Light,100K+,4.Good,Yes,No
3.Senior,Non-binary,Sales Associate,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,<40K,4.Good,Yes,No
4.Elder,Non-binary,Sales Associate,2.Overworked,No,2.Neutral,2.Well Rested,3.High,2.Light,<40K,3.Fair,No,No
4.Elder,Female,Marketing Manager,1.Standard Load,Hybrid,3.Happy,2.Well Rested,2.Moderate,4.Active,100K+,5.Excellent,Yes,No
1.Young,Non-binary,Sales Associate,1.Standard Load,No,2.Neutral,1.Sleep Deprived,2.Moderate,4.Active,80K-100K,3.Fair,Yes,Yes
4.Elder,Female,Customer Support,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,3.Moderate,40K-60K,3.Fair,Yes,No
3.Senior,Male,Software Engineer,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,5.Athlete,100K+,5.Excellent,Yes,No
1.Young,Male,Data Scientist,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,3.Moderate,<40K,3.Fair,No,No
1.Young,Female,Customer Support,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,4.Active,40K-60K,2.Poor,No,No
2.Mid-Life,Male,Customer Support,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,4.Active,100K+,4.Good,Yes,Yes
1.Young,Prefer not to say,HR Specialist,2.Overworked,Yes,3.Happy,2.Well Rested,3.High,4.Active,80K-100K,3.Fair,Yes,No
1.Young,Prefer not to say,Software Engineer,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,100K+,2.Poor,Yes,Yes
1.Young,Male,Marketing Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,100K+,2.Poor,Yes,No
4.Elder,Female,IT Admin,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,5.Athlete,60K-80K,3.Fair,Yes,No
2.Mid-Life,Female,HR Specialist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,40K-60K,1.Terrible,No,No
2.Mid-Life,Male,Software Engineer,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,4.Active,100K+,5.Excellent,No,Yes
3.Senior,Non-binary,Sales Associate,2.Overworked,Yes,2.Neutral,1.Sleep Deprived,3.High,5.Athlete,<40K,1.Terrible,Yes,No
1.Young,Prefer not to say,Marketing Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,<40K,1.Terrible,Yes,No
3.Senior,Non-binary,IT Admin,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,60K-80K,4.Good,Yes,No
1.Young,Female,Marketing Manager,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,5.Athlete,<40K,4.Good,No,No
4.Elder,Female,IT Admin,1.Standard Load,Hybrid,1.Unhappy,2.Well Rested,2.Moderate,4.Active,100K+,4.Good,Yes,No
1.Young,Non-binary,IT Admin,1.Standard Load,Yes,2.Neutral,2.Well Rested,3.High,1.Sedentary,40K-60K,3.Fair,Yes,No
3.Senior,Male,HR Specialist,2.Overworked,Yes,3.Happy,2.Well Rested,2.Moderate,3.Moderate,60K-80K,5.Excellent,Yes,Yes
1.Young,Non-binary,Sales Associate,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,2.Light,60K-80K,3.Fair,Yes,No
1.Young,Non-binary,HR Specialist,1.Standard Load,Yes,3.Happy,2.Well Rested,1.Low,2.Light,80K-100K,3.Fair,Yes,No
2.Mid-Life,Prefer not to say,IT Admin,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,3.Moderate,80K-100K,5.Excellent,Yes,No
2.Mid-Life,Prefer not to say,IT Admin,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,2.Light,40K-60K,2.Poor,Yes,Yes
3.Senior,Non-binary,Project Manager,1.Standard Load,No,2.Neutral,2.Well Rested,3.High,3.Moderate,40K-60K,5.Excellent,No,No
2.Mid-Life,Non-binary,Software Engineer,2.Overworked,No,1.Unhappy,2.Well Rested,2.Moderate,5.Athlete,60K-80K,3.Fair,Yes,Yes
3.Senior,Female,Project Manager,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,100K+,5.Excellent,No,No
3.Senior,Prefer not to say,Software Engineer,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,2.Light,100K+,1.Terrible,Yes,Yes
2.Mid-Life,Prefer not to say,Data Scientist,1.Standard Load,Yes,3.Happy,2.Well Rested,2.Moderate,4.Active,80K-100K,5.Excellent,No,No
4.Elder,Female,Customer Support,2.Overworked,Yes,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,40K-60K,4.Good,Yes,No
2.Mid-Life,Male,Marketing Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,1.Low,3.Moderate,40K-60K,3.Fair,Yes,Yes
2.Mid-Life,Prefer not to say,HR Specialist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,100K+,3.Fair,Yes,Yes
1.Young,Prefer not to say,Data Scientist,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,80K-100K,5.Excellent,No,Yes
1.Young,Male,Data Scientist,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,3.High,3.Moderate,100K+,3.Fair,No,Yes
2.Mid-Life,Prefer not to say,Marketing Manager,2.Overworked,Hybrid,3.Happy,2.Well Rested,2.Moderate,2.Light,100K+,3.Fair,No,No
1.Young,Prefer not to say,Marketing Manager,2.Overworked,Yes,1.Unhappy,2.Well Rested,3.High,4.Active,60K-80K,5.Excellent,Yes,No
1.Young,Male,Software Engineer,1.Standard Load,Yes,3.Happy,2.Well Rested,3.High,5.Athlete,40K-60K,2.Poor,No,No
3.Senior,Male,Project Manager,2.Overworked,Yes,3.Happy,1.Sleep Deprived,2.Moderate,4.Active,60K-80K,2.Poor,No,Yes
3.Senior,Non-binary,Sales Associate,1.Standard Load,No,2.Neutral,2.Well Rested,3.High,3.Moderate,60K-80K,5.Excellent,Yes,No
4.Elder,Female,Software Engineer,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,100K+,1.Terrible,Yes,Yes
1.Young,Female,Sales Associate,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,1.Low,3.Moderate,80K-100K,5.Excellent,Yes,No
2.Mid-Life,Male,Data Scientist,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,100K+,3.Fair,Yes,Yes
3.Senior,Male,Sales Associate,1.Standard Load,Yes,1.Unhappy,2.Well Rested,2.Moderate,4.Active,80K-100K,3.Fair,Yes,No
1.Young,Prefer not to say,Project Manager,1.Standard Load,No,3.Happy,2.Well Rested,2.Moderate,5.Athlete,40K-60K,2.Poor,Yes,No
2.Mid-Life,Non-binary,Software Engineer,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,2.Light,<40K,5.Excellent,Yes,Yes
1.Young,Non-binary,IT Admin,1.Standard Load,No,2.Neutral,2.Well Rested,3.High,5.Athlete,40K-60K,5.Excellent,Yes,No
3.Senior,Male,Marketing Manager,1.Standard Load,No,2.Neutral,2.Well Rested,2.Moderate,5.Athlete,100K+,3.Fair,Yes,Yes
1.Young,Prefer not to say,IT Admin,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,2.Light,80K-100K,3.Fair,Yes,Yes
1.Young,Prefer not to say,Project Manager,1.Standard Load,Yes,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,<40K,2.Poor,Yes,No
2.Mid-Life,Female,Customer Support,1.Standard Load,Hybrid,2.Neutral,2.Well Rested,2.Moderate,3.Moderate,80K-100K,5.Excellent,No,Yes
